Transaction_ID,Date,City,Region,Product,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Revenue,Cost,Profit,Sales_Channel,Customer_Type,Month,Month_Number,Quarter,Year,Profit_Margin_Percent,Unnamed: 20,Gross_Sale,DIS_Amount
KSA00077,2025-04-11,Davangere,Central Karnataka,Smartphone,2,16602,15,33204,4980.6,28223.4,21501.22,6722.18,Corporate,Individual,April,4,Q2,2025,23.82,,33204,1653758.424
KSA00078,2025-04-05,Chitradurga,Central Karnataka,Smartphone,15,18328,0,274920,0.0,274920.0,210859.41,64060.59,Distributor,Individual,April,4,Q2,2025,23.3,,274920,0.0
KSA00079,2026-02-17,Ballari,Kalyana Karnataka,Camera,3,81919,5,245757,12287.85,233469.15,173092.11,60377.04,Distributor,Medium Business,February,2,Q1,2026,25.86,,245757,30198251.5245
KSA00080,2026-03-20,Kalaburagi,Kalyana Karnataka,Smartphone,12,12422,0,149064,0.0,149064.0,115394.2,33669.8,Online,Individual,March,3,Q1,2026,22.59,,149064,0.0
KSA00081,2026-04-28,Udupi,Coastal Karnataka,Tablet,20,15756,0,315120,0.0,315120.0,212313.81,102806.19,Corporate,Small Business,April,4,Q2,2026,32.62,,315120,0.0
KSA00082,2025-01-14,Dharwad,North Karnataka,Tablet,3,27800,5,83400,4170.0,79230.0,64919.29,14310.71,Retail Store,Enterprise,January,1,Q1,2025,18.06,,83400,3477780.0
KSA00083,2026-06-26,Shivamogga,Malnad Karnataka,Headphones,4,3012,10,12048,1204.8,10843.2,9193.19,1650.01,Distributor,Individual,June,6,Q2,2026,15.22,,12048,145154.304
KSA00084,2025-10-04,Kolar,South Karnataka,Smartwatch,18,13725,5,247050,12352.5,234697.5,196912.53,37784.97,Distributor,Enterprise,October,10,Q4,2025,16.1,,247050,30516851.25
KSA00085,2025-07-29,Dharwad,North Karnataka,Laptop,20,68749,0,1374980,0.0,1374980.0,877680.09,497299.91,Retail Store,Medium Business,July,7,Q3,2025,36.17,,1374980,0.0
KSA00086,2025-08-20,Udupi,Coastal Karnataka,Desktop PC,9,58129,15,523161,78474.15,444686.85,292338.08,152348.77,Corporate,Small Business,August,8,Q3,2025,34.26,,523161,410546147.8815
KSA00087,2025-11-10,Hubballi,North Karnataka,Keyboard,7,852,15,5964,894.6,5069.4,3623.95,1445.45,Retail Store,Enterprise,November,11,Q4,2025,28.51,,5964,53353.944
KSA00088,2025-10-09,Chitradurga,Central Karnataka,Monitor,11,21528,10,236808,23680.8,213127.2,140556.85,72570.35,Distributor,Medium Business,October,10,Q4,2025,34.05,,236808,56078028.864
KSA00089,2025-10-07,Kodagu,Malnad Karnataka,Smartwatch,5,7463,10,37315,3731.5,33583.5,20552.59,13030.91,Corporate,Medium Business,October,10,Q4,2025,38.8,,37315,1392409.225
KSA00090,2025-05-01,Mangaluru,Coastal Karnataka,Camera,4,78882,10,315528,31552.8,283975.2,202980.52,80994.68,Distributor,Individual,May,5,Q2,2025,28.52,,315528,99557918.784
KSA00091,2025-03-15,Udupi,Coastal Karnataka,Smartphone,16,19707,15,315312,47296.8,268015.2,172925.08,95090.12,Retail Store,Small Business,March,3,Q1,2025,35.48,,315312,149132486.016
KSA00092,2025-10-21,Bengaluru,South Karnataka,Laptop,12,61902,5,742824,37141.2,705682.8,512456.28,193226.52,Corporate,Small Business,October,10,Q4,2025,27.38,,742824,275893747.488
KSA00093,2026-02-24,Kalaburagi,Kalyana Karnataka,Monitor,9,23813,20,214317,42863.4,171453.6,113500.12,57953.48,Corporate,Small Business,February,2,Q1,2026,33.8,,214317,91863552.978
KSA00094,2025-11-19,Mangaluru,Coastal Karnataka,Desktop PC,13,37818,5,491634,24581.7,467052.3,376058.77,90993.53,Retail Store,Medium Business,November,11,Q4,2025,19.48,,491634,120851994.978
KSA00095,2026-04-03,Udupi,Coastal Karnataka,Desktop PC,19,38531,20,732089,146417.8,585671.2,487016.83,98654.37,Retail Store,Enterprise,April,4,Q2,2026,16.84,,732089,1071908607.842
KSA00096,2025-02-02,Vijayapura,North Karnataka,Smartphone,18,22193,10,399474,39947.4,359526.6,257288.58,102238.02,Distributor,Enterprise,February,2,Q1,2025,28.44,,399474,159579476.676
KSA00097,2025-05-30,Tumakuru,South Karnataka,Headphones,11,2701,15,29711,4456.65,25254.35,20591.57,4662.78,Distributor,Enterprise,May,5,Q2,2025,18.46,,29711,1324115.2815
KSA00098,2025-05-25,Dharwad,North Karnataka,Camera,2,29026,10,58052,5805.2,52246.8,34915.94,17330.86,Retail Store,Individual,May,5,Q2,2025,33.17,,58052,3370034.704
KSA00099,2026-04-06,Belagavi,North Karnataka,Headphones,16,3830,5,61280,3064.0,58216.0,35021.62,23194.38,Retail Store,Medium Business,April,4,Q2,2026,39.84,,61280,1877619.2
KSA00100,2025-07-28,Chitradurga,Central Karnataka,Tablet,6,30860,15,185160,27774.0,157386.0,132852.33,24533.67,Corporate,Medium Business,July,7,Q3,2025,15.59,,185160,51426338.4
KSA00101,2025-01-18,Kolar,South Karnataka,Headphones,17,5500,10,93500,9350.0,84150.0,60737.97,23412.03,Online,Individual,January,1,Q1,2025,27.82,,93500,8742250.0
KSA00102,2025-08-16,Kalaburagi,Kalyana Karnataka,Tablet,16,26264,20,420224,84044.8,336179.2,221254.67,114924.53,Distributor,Small Business,August,8,Q3,2025,34.19,,420224,353176420.352
KSA00103,2025-02-28,Hubballi,North Karnataka,Headphones,4,7071,15,28284,4242.6,24041.4,16238.55,7802.85,Corporate,Individual,February,2,Q1,2025,32.46,,28284,1199976.984
KSA00104,2025-01-07,Tumakuru,South Karnataka,Printer,14,19680,10,275520,27552.0,247968.0,197195.53,50772.47,Online,Individual,January,1,Q1,2025,20.48,,275520,75911270.4
KSA00105,2025-04-05,Bengaluru,South Karnataka,Tablet,20,29787,5,595740,29787.0,565953.0,348246.8,217706.2,Corporate,Individual,April,4,Q2,2025,38.47,,595740,177453073.8
KSA00106,2025-05-06,Kolar,South Karnataka,Headphones,3,5004,0,15012,0.0,15012.0,9185.93,5826.07,Distributor,Small Business,May,5,Q2,2025,38.81,,15012,0.0
KSA00107,2025-03-16,Bengaluru,South Karnataka,Tablet,4,18544,10,74176,7417.6,66758.4,49837.84,16920.56,Corporate,Medium Business,March,3,Q1,2025,25.35,,74176,5502078.976
KSA00108,2026-05-01,Kodagu,Malnad Karnataka,Smartwatch,16,7912,20,126592,25318.4,101273.6,84769.48,16504.12,Distributor,Small Business,May,5,Q2,2026,16.3,,126592,32051068.928
KSA00109,2025-03-14,Hassan,South Karnataka,Printer,20,18742,5,374840,18742.0,356098.0,299667.62,56430.38,Distributor,Individual,March,3,Q1,2025,15.85,,374840,70252512.8
KSA00110,2026-05-18,Mangaluru,Coastal Karnataka,Headphones,19,7410,5,140790,7039.5,133750.5,93301.99,40448.51,Retail Store,Enterprise,May,5,Q2,2026,30.24,,140790,9910912.05
KSA00111,2025-06-28,Tumakuru,South Karnataka,Desktop PC,1,66112,10,66112,6611.2,59500.8,40323.83,19176.97,Retail Store,Small Business,June,6,Q2,2025,32.23,,66112,4370796.544
KSA00112,2026-01-17,Raichur,Kalyana Karnataka,Keyboard,16,1241,10,19856,1985.6,17870.4,14040.85,3829.55,Corporate,Small Business,January,1,Q1,2026,21.43,,19856,394260.736
KSA00113,2025-11-24,Davangere,Central Karnataka,Printer,9,19246,10,173214,17321.4,155892.6,123490.31,32402.29,Online,Small Business,November,11,Q4,2025,20.79,,173214,30003089.796
KSA00114,2025-08-03,Hassan,South Karnataka,Tablet,12,32570,5,390840,19542.0,371298.0,312629.22,58668.78,Online,Small Business,August,8,Q3,2025,15.8,,390840,76377952.8
KSA00115,2025-08-09,Raichur,Kalyana Karnataka,Tablet,17,27334,20,464678,92935.6,371742.4,239559.98,132182.42,Retail Store,Enterprise,August,8,Q3,2025,35.56,,464678,431851287.368
KSA00116,2026-03-07,Tumakuru,South Karnataka,Smartphone,4,41090,10,164360,16436.0,147924.0,95767.5,52156.5,Online,Small Business,March,3,Q1,2026,35.26,,164360,27014209.6
KSA00117,2025-10-23,Dharwad,North Karnataka,Smartphone,11,17769,0,195459,0.0,195459.0,118793.65,76665.35,Distributor,Enterprise,October,10,Q4,2025,39.22,,195459,0.0
KSA00118,2026-03-05,Raichur,Kalyana Karnataka,Camera,11,29923,5,329153,16457.65,312695.35,226544.51,86150.84,Retail Store,Individual,March,3,Q1,2026,27.55,,329153,54170848.7045
KSA00119,2026-06-20,Chitradurga,Central Karnataka,Keyboard,18,1158,10,20844,2084.4,18759.6,11733.8,7025.8,Corporate,Individual,June,6,Q2,2026,37.45,,20844,434472.336
KSA00120,2025-03-14,Mangaluru,Coastal Karnataka,Desktop PC,13,43431,0,564603,0.0,564603.0,429691.82,134911.18,Distributor,Small Business,March,3,Q1,2025,23.89,,564603,0.0
KSA00121,2025-10-21,Dharwad,North Karnataka,Headphones,17,3516,10,59772,5977.2,53794.8,35959.08,17835.72,Corporate,Enterprise,October,10,Q4,2025,33.16,,59772,3572691.984
KSA00122,2025-03-24,Hubballi,North Karnataka,Smartwatch,15,4353,5,65295,3264.75,62030.25,40953.08,21077.17,Distributor,Medium Business,March,3,Q1,2025,33.98,,65295,2131718.5125
KSA00123,2025-11-13,Ballari,Kalyana Karnataka,Tablet,3,19929,5,59787,2989.35,56797.65,38754.34,18043.31,Online,Small Business,November,11,Q4,2025,31.77,,59787,1787242.6845
KSA00124,2026-03-09,Mandya,South Karnataka,Smartwatch,20,2636,0,52720,0.0,52720.0,35588.28,17131.72,Online,Individual,March,3,Q1,2026,32.5,,52720,0.0
KSA00125,2026-06-12,Kalaburagi,Kalyana Karnataka,Smartphone,13,31561,10,410293,41029.3,369263.7,258267.15,110996.55,Online,Enterprise,June,6,Q2,2026,30.06,,410293,168340345.849
KSA00126,2026-01-17,Mandya,South Karnataka,Keyboard,20,2787,5,55740,2787.0,52953.0,34733.71,18219.29,Distributor,Individual,January,1,Q1,2026,34.41,,55740,1553473.8
KSA00127,2026-06-22,Hubballi,North Karnataka,Smartwatch,6,7540,5,45240,2262.0,42978.0,26747.09,16230.91,Retail Store,Medium Business,June,6,Q2,2026,37.77,,45240,1023328.8
KSA00128,2026-05-07,Mandya,South Karnataka,Desktop PC,17,59099,0,1004683,0.0,1004683.0,777748.57,226934.43,Retail Store,Enterprise,May,5,Q2,2026,22.59,,1004683,0.0
KSA00129,2026-04-12,Davangere,Central Karnataka,Printer,15,11244,10,168660,16866.0,151794.0,92017.24,59776.76,Retail Store,Small Business,April,4,Q2,2026,39.38,,168660,28446195.6
KSA00130,2026-04-13,Kalaburagi,Kalyana Karnataka,Desktop PC,9,56197,10,505773,50577.3,455195.7,354725.66,100470.04,Distributor,Individual,April,4,Q2,2026,22.07,,505773,255806327.529
KSA00131,2025-03-30,Hubballi,North Karnataka,Laptop,12,48395,5,580740,29037.0,551703.0,427821.1,123881.9,Online,Individual,March,3,Q1,2025,22.45,,580740,168629473.8
KSA00132,2025-06-10,Bengaluru,South Karnataka,Camera,1,83675,10,83675,8367.5,75307.5,61665.93,13641.57,Distributor,Individual,June,6,Q2,2025,18.11,,83675,7001505.625
KSA00133,2026-01-15,Davangere,Central Karnataka,Headphones,2,6677,5,13354,667.7,12686.3,9403.39,3282.91,Retail Store,Small Business,January,1,Q1,2026,25.88,,13354,89164.658
KSA00134,2025-03-20,Raichur,Kalyana Karnataka,Keyboard,11,2378,5,26158,1307.9,24850.1,15843.41,9006.69,Corporate,Small Business,March,3,Q1,2025,36.24,,26158,342120.482
KSA00135,2026-03-13,Shivamogga,Malnad Karnataka,Desktop PC,16,46868,0,749888,0.0,749888.0,636641.29,113246.71,Corporate,Small Business,March,3,Q1,2026,15.1,,749888,0.0
KSA00136,2026-03-08,Bidar,Kalyana Karnataka,Printer,9,10942,15,98478,14771.7,83706.3,62916.7,20789.6,Retail Store,Medium Business,March,3,Q1,2026,24.84,,98478,14546874.726
KSA00137,2025-07-26,Hassan,South Karnataka,Desktop PC,5,43800,0,219000,0.0,219000.0,137260.97,81739.03,Retail Store,Small Business,July,7,Q3,2025,37.32,,219000,0.0
KSA00138,2025-11-25,Dharwad,North Karnataka,Desktop PC,19,47329,5,899251,44962.55,854288.45,652762.46,201525.99,Online,Individual,November,11,Q4,2025,23.59,,899251,404326180.5005
KSA00139,2026-02-03,Kolar,South Karnataka,Keyboard,1,2433,5,2433,121.65,2311.35,1471.08,840.27,Corporate,Medium Business,February,2,Q1,2026,36.35,,2433,2959.7445
KSA00140,2025-12-18,Kalaburagi,Kalyana Karnataka,Printer,10,7466,5,74660,3733.0,70927.0,57832.54,13094.46,Distributor,Enterprise,December,12,Q4,2025,18.46,,74660,2787057.8
